images,name,url,webshop,price,image_urls,desc
"[{'url': 'http://img.informatique.nl/110/145402.jpg', 'path': 'full/91a709360bcb4355f306c51c6cc98956e24319ca.jpg', 'checksum': 'dd73658f16de25688cd95ca2a0a2b5e1'}]",G.Skill RipjawsX 16GB(4x4GB) DDR3 1066M,http://www.informatique.nl/145402/g-skill-ripjawsx-16gb-4x4gb-ddr3-1066m.html,Informatique,"€ 157,00",http://img.informatique.nl/110/145402.jpg,"16GB (4 modules),Cas Latency:  7,Kloksnelheid: 1066 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145684.jpg', 'path': 'full/d6d7f7a099b43ff715c5b9e03b2de7f32b50f3eb.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill F3-17000CL11D-8GBXL,http://www.informatique.nl/145684/g-skill-f3-17000cl11d-8gbxl.html,Informatique,"€ 82,00",http://img.informatique.nl/110/145684.jpg,"8GB (2 modules),Cas Latency: 11,Kloksnelheid: 2133 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145687.jpg', 'path': 'full/b46ece37f4dfb5239ccd8903f62def5f587fbd7d.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill F3-14900CL9D-8GBXL,http://www.informatique.nl/145687/g-skill-f3-14900cl9d-8gbxl.html,Informatique,"€ 84,00",http://img.informatique.nl/110/145687.jpg,"8GB (2 modules),Cas Latency:  9,Kloksnelheid: 1866 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145689.jpg', 'path': 'full/acaec4c59460712e22e1d3ad581b88cf8fbf8215.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill F3-14900CL9Q-16GBXL,http://www.informatique.nl/145689/g-skill-f3-14900cl9q-16gbxl.html,Informatique,"€ 178,00",http://img.informatique.nl/110/145689.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 1866 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145696.jpg', 'path': 'full/a4385bb7cc89f95262e52d58381071d8fa46423e.jpg', 'checksum': 'f8462eb50252845199de4d7ff2e63855'}]",G.Skill NT 4GB(1x4GB) DDR3 1333MHz CL9,http://www.informatique.nl/145696/g-skill-nt-4gb-1x4gb-ddr3-1333mhz-cl9.html,Informatique,"€ 38,00",http://img.informatique.nl/110/145696.jpg,"4GB (1 modules),Cas Latency:  9,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145698.jpg', 'path': 'full/2d092132253007523554638cad7aa5742edeb808.jpg', 'checksum': 'fb92c1e71597abdf98158a5a8858930a'}]",G.Skill Ripjaws 4GB(2x2GB) DDR3 1333MHz,http://www.informatique.nl/145698/g-skill-ripjaws-4gb-2x2gb-ddr3-1333mhz.html,Informatique,"€ 47,00",http://img.informatique.nl/110/145698.jpg,"4GB (2 modules),Cas Latency:  7,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145699.jpg', 'path': 'full/8d4309ad5b5acdc08deb1e209f94e33020f26879.jpg', 'checksum': 'f151a272e8389b104c320247a96f9e74'}]",G.Skill RipjawsX 4GB(2x2GB) DDR3 1333MHz,http://www.informatique.nl/145699/g-skill-ripjawsx-4gb-2x2gb-ddr3-1333mhz.html,Informatique,"€ 46,00",http://img.informatique.nl/110/145699.jpg,"4GB (2 modules),Cas Latency:  7,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145700.jpg', 'path': 'full/ede0958156e5382a48ba18739e0b622f0671812c.jpg', 'checksum': '4f7a4c128326be9635e55a61311d98ff'}]",G.Skill Ripjaws 8GB(2x4GB) DDR3 1333MHz,http://www.informatique.nl/145700/g-skill-ripjaws-8gb-2x4gb-ddr3-1333mhz.html,Informatique,"€ 85,00",http://img.informatique.nl/110/145700.jpg,"8GB (2 modules),Cas Latency:  7,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145701.jpg', 'path': 'full/7397bb971b511334a4085ed68a411ec99590a92a.jpg', 'checksum': 'f151a272e8389b104c320247a96f9e74'}]",G.Skill RipjawsX 8GB(2x4GB) DDR3 1333MHz,http://www.informatique.nl/145701/g-skill-ripjawsx-8gb-2x4gb-ddr3-1333mhz.html,Informatique,"€ 83,00",http://img.informatique.nl/110/145701.jpg,"8GB (2 modules),Cas Latency:  7,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145702.jpg', 'path': 'full/0d76be77a6befd456044eadd7b59d5a27ed584fa.jpg', 'checksum': 'f151a272e8389b104c320247a96f9e74'}]",G.Skill RipjawsX 16GB(4x4GB) DDR3 1333MH,http://www.informatique.nl/145702/g-skill-ripjawsx-16gb-4x4gb-ddr3-1333mh.html,Informatique,"€ 165,00",http://img.informatique.nl/110/145702.jpg,"16GB (4 modules),Cas Latency:  7,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145706.jpg', 'path': 'full/c4015fb9d9e5da4b24741f0790e814aa8035ae6a.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill RipjawsX 16GB(2x8GB) DDR3 1333M,http://www.informatique.nl/145706/g-skill-ripjawsx-16gb-2x8gb-ddr3-1333m.html,Informatique,"€ 154,00",http://img.informatique.nl/110/145706.jpg,"16GB (2 modules),Cas Latency:  9,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145708.jpg', 'path': 'full/1e5ce22fa795ccb63e1900776b220129328e801c.jpg', 'checksum': '9cb237bf5696db7df6150e2cac4fd99a'}]",G.Skill Ripjaws 4GB(2x2GB) DDR3 1333MHz,http://www.informatique.nl/145708/g-skill-ripjaws-4gb-2x2gb-ddr3-1333mhz.html,Informatique,"€ 45,00",http://img.informatique.nl/110/145708.jpg,"4GB (2 modules),Cas Latency:  9,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145709.jpg', 'path': 'full/20bcac1342fbe4bc77943f2a707a5cc93420dd4d.jpg', 'checksum': 'dd73658f16de25688cd95ca2a0a2b5e1'}]",G.Skill Ripjaws 8GB(2x4GB) DDR3 1333MHz,http://www.informatique.nl/145709/g-skill-ripjaws-8gb-2x4gb-ddr3-1333mhz.html,Informatique,"€ 79,00",http://img.informatique.nl/110/145709.jpg,"8GB (2 modules),Cas Latency:  9,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145710.jpg', 'path': 'full/a5277c0042c6998fa139380fddefc3eb7d53af7e.jpg', 'checksum': 'b11c899122612397a0122ca46315333d'}]",G.Skill Sniper 8GB(2x4GB) DDR3 1333MHz,http://www.informatique.nl/145710/g-skill-sniper-8gb-2x4gb-ddr3-1333mhz.html,Informatique,"€ 86,00",http://img.informatique.nl/110/145710.jpg,"8GB (2 modules),Cas Latency:  9,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145711.jpg', 'path': 'full/81921d381212086fbdd92ceb3d062daf9bd1f51a.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill RipjawsX 8GB(2x4GB) DDR3 1333MHz,http://www.informatique.nl/145711/g-skill-ripjawsx-8gb-2x4gb-ddr3-1333mhz.html,Informatique,"€ 80,00",http://img.informatique.nl/110/145711.jpg,"8GB (2 modules),Cas Latency:  9,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145712.jpg', 'path': 'full/9a671e766dc6ae93c520c35237df6bf24a5050eb.jpg', 'checksum': 'dd73658f16de25688cd95ca2a0a2b5e1'}]",G.Skill Ripjaws 16GB(4x4GB) DDR3 1333MHz,http://www.informatique.nl/145712/g-skill-ripjaws-16gb-4x4gb-ddr3-1333mhz.html,Informatique,"€ 164,00",http://img.informatique.nl/110/145712.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145713.jpg', 'path': 'full/97250c9907edaebf33f9e231741741b60b636d2a.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill RipjawsX 16GB(4x4GB) DDR3 1333MH,http://www.informatique.nl/145713/g-skill-ripjawsx-16gb-4x4gb-ddr3-1333mh.html,Informatique,"€ 164,00",http://img.informatique.nl/110/145713.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145715.jpg', 'path': 'full/27b716ce8d42ddb0370389e4cba31c9fe93c73ad.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill RipjawsX 16GB(2x8GB) DDR3 1333MH,http://www.informatique.nl/145715/g-skill-ripjawsx-16gb-2x8gb-ddr3-1333mh.html,Informatique,"€ 156,00",http://img.informatique.nl/110/145715.jpg,"16GB (2 modules),Cas Latency: 10,Kloksnelheid: 1333 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145717.jpg', 'path': 'full/9f3964ff16f2025bd57b6554d862cc0578f23f93.jpg', 'checksum': '7a253e611781a6fa977df9843b373dd5'}]",G.Skill RipjawsZ 32GB(8x4GB) DDR3 1600MH,http://www.informatique.nl/145717/g-skill-ripjawsz-32gb-8x4gb-ddr3-1600mh.html,Informatique,"€ 317,00",http://img.informatique.nl/110/145717.jpg,"32GB (8 modules),Cas Latency: 10,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145718.jpg', 'path': 'full/aca15e10b8820c68093bde5f738342f913c1fc3a.jpg', 'checksum': '7a253e611781a6fa977df9843b373dd5'}]",G.Skill RipjawsZ 64GB(8x8GB) DDR3 1600MH,http://www.informatique.nl/145718/g-skill-ripjawsz-64gb-8x8gb-ddr3-1600mh.html,Informatique,"€ 642,00",http://img.informatique.nl/110/145718.jpg,"64GB (8 modules),Cas Latency: 10,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145722.jpg', 'path': 'full/9387008285d66b52e87bccc9ab69001a5e2b4851.jpg', 'checksum': '2c32ee8fdc30f71b02a4092bc53cda59'}]",G.Skill RipjawsX 8GB(2x4GB) DDR3 1600MHz,http://www.informatique.nl/145722/g-skill-ripjawsx-8gb-2x4gb-ddr3-1600mhz.html,Informatique,"€ 86,00",http://img.informatique.nl/110/145722.jpg,"8GB (2 modules),Cas Latency:  8,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145727.jpg', 'path': 'full/b6f3b2ec7078b668e11a1e0970d65844d2000a13.jpg', 'checksum': '7a253e611781a6fa977df9843b373dd5'}]",G.Skill RipjawsZ 16GB(4x4GB) DDR3 1866MH,http://www.informatique.nl/145727/g-skill-ripjawsz-16gb-4x4gb-ddr3-1866mh.html,Informatique,"€ 170,00",http://img.informatique.nl/110/145727.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 1866 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145728.jpg', 'path': 'full/d3e8d166a510e4e63ffb92d9112b2bc5a83c0cbe.jpg', 'checksum': '7a253e611781a6fa977df9843b373dd5'}]",G.Skill RipjawsZ 32GB(8x4GB) DDR3 1866MH,http://www.informatique.nl/145728/g-skill-ripjawsz-32gb-8x4gb-ddr3-1866mh.html,Informatique,"€ 353,00",http://img.informatique.nl/110/145728.jpg,"32GB (8 modules),Cas Latency:  9,Kloksnelheid: 1866 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145729.jpg', 'path': 'full/160f324e7341d14bf9cc6f339264f18cf1a1a9c5.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill RipjawsX 16GB(4x4GB) DDR3 2133MH,http://www.informatique.nl/145729/g-skill-ripjawsx-16gb-4x4gb-ddr3-2133mh.html,Informatique,"€ 175,00",http://img.informatique.nl/110/145729.jpg,"16GB (4 modules),Cas Latency: 11,Kloksnelheid: 2133 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/145730.jpg', 'path': 'full/c85ab8690f4884ac3fe5c1d8922fecfb03e8f969.jpg', 'checksum': '7a253e611781a6fa977df9843b373dd5'}]",G.Skill RipjawsZ 16GB(4x4GB) DDR3 2133MH,http://www.informatique.nl/145730/g-skill-ripjawsz-16gb-4x4gb-ddr3-2133mh.html,Informatique,"€ 171,00",http://img.informatique.nl/110/145730.jpg,"16GB (4 modules),Cas Latency: 11,Kloksnelheid: 2133 MHz,Voltage: 1.60 V"
"[{'url': 'http://img.informatique.nl/110/145732.jpg', 'path': 'full/587662074ad3ca3dde6028f5555614788f64a853.jpg', 'checksum': '2f85c1cf7f043e9bb4a709e252edca81'}]",G.Skill RipjawsZ 16GB(4x4GB) DDR3 2133MH,http://www.informatique.nl/145732/g-skill-ripjawsz-16gb-4x4gb-ddr3-2133mh.html,Informatique,"€ 171,00",http://img.informatique.nl/110/145732.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 2133 MHz,Voltage: 1.65 V"
"[{'url': 'http://img.informatique.nl/110/145733.jpg', 'path': 'full/f6bab49bbb191e43b2c0c477224e9ed42efa26f7.jpg', 'checksum': '2f85c1cf7f043e9bb4a709e252edca81'}]",G.Skill RipjawsZ 32GB(8x4GB) DDR3 2133MH,http://www.informatique.nl/145733/g-skill-ripjawsz-32gb-8x4gb-ddr3-2133mh.html,Informatique,"€ 340,00",http://img.informatique.nl/110/145733.jpg,"32GB (8 modules),Cas Latency:  9,Kloksnelheid: 2133 MHz,Voltage: 1.65 V"
"[{'url': 'http://img.informatique.nl/110/145738.jpg', 'path': 'full/805b5a320303ff55531b19ced02f9d85d2f365fd.jpg', 'checksum': 'dd73658f16de25688cd95ca2a0a2b5e1'}]",G.Skill Ripjaws 8GB(2x4GB) DDR3 1066MHz,http://www.informatique.nl/145738/g-skill-ripjaws-8gb-2x4gb-ddr3-1066mhz.html,Informatique,"€ 79,00",http://img.informatique.nl/110/145738.jpg,"8GB (2 modules),Cas Latency:  7,Kloksnelheid: 1066 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/147525.jpg', 'path': 'full/2ad42ea0f7e736a30c58f24ccc54c440d54a5397.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill RipjawsX 4GB(2x2GB) DDR3 1600MHz,http://www.informatique.nl/147525/g-skill-ripjawsx-4gb-2x2gb-ddr3-1600mhz.html,Informatique,"€ 45,00",http://img.informatique.nl/110/147525.jpg,"4GB (2 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/147527.jpg', 'path': 'full/cd0eab4f8ea04652ee5e989c89149ad8460602d9.jpg', 'checksum': 'b11c899122612397a0122ca46315333d'}]",G.Skill Sniper 8GB(2x4GB) DDR3 1600MHz,http://www.informatique.nl/147527/g-skill-sniper-8gb-2x4gb-ddr3-1600mhz.html,Informatique,"€ 86,00",http://img.informatique.nl/110/147527.jpg,"8GB (2 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.25 V"
"[{'url': 'http://img.informatique.nl/110/147528.jpg', 'path': 'full/cc413aa4f5d3cad6cf75bb913e0ffc8902713d1d.jpg', 'checksum': 'b11c899122612397a0122ca46315333d'}]",G.Skill Sniper 8GB(2x4GB) DDR3 1600MHz,http://www.informatique.nl/147528/g-skill-sniper-8gb-2x4gb-ddr3-1600mhz.html,Informatique,"€ 88,00",http://img.informatique.nl/110/147528.jpg,"8GB (2 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.35 V"
"[{'url': 'http://img.informatique.nl/110/147530.jpg', 'path': 'full/adf3e5c54c834ea561e94e471bb3529b4785d3ba.jpg', 'checksum': '1931040f3c060d9d16f597e1218c6bee'}]",G.Skill Ripjaws 16GB(4x4GB) DDR3 1600MHz,http://www.informatique.nl/147530/g-skill-ripjaws-16gb-4x4gb-ddr3-1600mhz.html,Informatique,"€ 162,00",http://img.informatique.nl/110/147530.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/147531.jpg', 'path': 'full/fc29d191f46083eb275812fbf94bebf8248d5afd.jpg', 'checksum': 'c84af74910dd7fc2af752364678c192a'}]",G.Skill Sniper 16GB(4x4GB) DDR3 1600MHz,http://www.informatique.nl/147531/g-skill-sniper-16gb-4x4gb-ddr3-1600mhz.html,Informatique,"€ 169,00",http://img.informatique.nl/110/147531.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.35 V"
"[{'url': 'http://img.informatique.nl/110/147532.jpg', 'path': 'full/3d4179f20677708738659a2d9d57fddf6a7eaaeb.jpg', 'checksum': 'e0c17e4feda8193db8edee850538c13a'}]",G.Skill RipjawsX 16GB(4x4GB) DDR3,http://www.informatique.nl/147532/g-skill-ripjawsx-16gb-4x4gb-ddr3.html,Informatique,"€ 159,00",http://img.informatique.nl/110/147532.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/147533.jpg', 'path': 'full/7009428fcce62dce6d58a5203990e8db0e55876f.jpg', 'checksum': '7a253e611781a6fa977df9843b373dd5'}]",G.Skill RipjawsZ 16GB(4x4GB) DDR3 1600MH,http://www.informatique.nl/147533/g-skill-ripjawsz-16gb-4x4gb-ddr3-1600mh.html,Informatique,"€ 166,00",http://img.informatique.nl/110/147533.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/147535.jpg', 'path': 'full/d04d5484bf66c3ac62e472d9837233bd2b157236.jpg', 'checksum': '7a253e611781a6fa977df9843b373dd5'}]",G.Skill RipjawsZ 32GB(8x4GB) DDR3 1600MH,http://www.informatique.nl/147535/g-skill-ripjawsz-32gb-8x4gb-ddr3-1600mh.html,Informatique,"€ 344,00",http://img.informatique.nl/110/147535.jpg,"32GB (8 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/147537.jpg', 'path': 'full/7eddee4bf82d2b8c979ae0d589922365f86e5c98.jpg', 'checksum': 'e831b24c0d012dd78e0ea30a8deb5ead'}]",G.Skill NQ 6GB(3x2GB) DDR3 1600MHz CL9,http://www.informatique.nl/147537/g-skill-nq-6gb-3x2gb-ddr3-1600mhz-cl9.html,Informatique,"€ 70,00",http://img.informatique.nl/110/147537.jpg,"6GB (3 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/232013.jpg', 'path': 'full/c134c88af19fdd8bc7bd38fb705048c2c7706477.jpg', 'checksum': '373bb806adcbd1cab2e2c294d0e07d4f'}]",ADATA XPG V2.0 Titanium 8GB(2x4GB) DDR3,http://www.informatique.nl/232013/adata-xpg-v2-0-titanium-8gb-2x4gb-ddr3.html,Informatique,"€ 85,00",http://img.informatique.nl/110/232013.jpg,
"[{'url': 'http://img.informatique.nl/110/232014.jpg', 'path': 'full/5b05b5f126f5a70074b3acf503fe3e87fb8304e7.jpg', 'checksum': 'c1961fce307b69fd1db521a67d377f1d'}]",ADATA XPG V2.0 8GB(2x4GB) DDR3 2400MHz,http://www.informatique.nl/232014/adata-xpg-v2-0-8gb-2x4gb-ddr3-2400mhz.html,Informatique,"€ 97,00",http://img.informatique.nl/110/232014.jpg,
"[{'url': 'http://img.informatique.nl/110/232015.jpg', 'path': 'full/8028ee09b07662bca267eeaba6d2f65e3c07ac69.jpg', 'checksum': '373bb806adcbd1cab2e2c294d0e07d4f'}]",ADATA XPG V2.0 8GB(2x4GB) DDR3 2400MHz,http://www.informatique.nl/232015/adata-xpg-v2-0-8gb-2x4gb-ddr3-2400mhz.html,Informatique,"€ 97,00",http://img.informatique.nl/110/232015.jpg,
"[{'url': 'http://img.informatique.nl/110/232016.jpg', 'path': 'full/dd90773a8e84f4ee770a503116a7be828c12e50a.jpg', 'checksum': 'c1961fce307b69fd1db521a67d377f1d'}]",ADATA XPG V2.0 8GB(2x4GB) DDR3 2600MHz,http://www.informatique.nl/232016/adata-xpg-v2-0-8gb-2x4gb-ddr3-2600mhz.html,Informatique,"€ 100,00",http://img.informatique.nl/110/232016.jpg,
"[{'url': 'http://img.informatique.nl/110/232017.jpg', 'path': 'full/8f76cdbf7368185e1d03ddf5eb4046aa2719c115.jpg', 'checksum': '373bb806adcbd1cab2e2c294d0e07d4f'}]",ADATA XPG V2.0 8GB(2x4GB) DDR3 2600MHz,http://www.informatique.nl/232017/adata-xpg-v2-0-8gb-2x4gb-ddr3-2600mhz.html,Informatique,"€ 100,00",http://img.informatique.nl/110/232017.jpg,
"[{'url': 'http://img.informatique.nl/110/232018.jpg', 'path': 'full/b07a2e4d0505b13147c75975b72f71033b9cb894.jpg', 'checksum': 'c1961fce307b69fd1db521a67d377f1d'}]",ADATA XPG V2.0 8GB(2x4GB) DDR3 2800MHz,http://www.informatique.nl/232018/adata-xpg-v2-0-8gb-2x4gb-ddr3-2800mhz.html,Informatique,"€ 247,00",http://img.informatique.nl/110/232018.jpg,
"[{'url': 'http://img.informatique.nl/110/232019.jpg', 'path': 'full/2ffee57aa4b90b8760349b37fb02e4db59d06c9e.jpg', 'checksum': '373bb806adcbd1cab2e2c294d0e07d4f'}]",ADATA XPG V2.0 8GB(2x4GB) DDR3 2800MHz,http://www.informatique.nl/232019/adata-xpg-v2-0-8gb-2x4gb-ddr3-2800mhz.html,Informatique,"€ 247,00",http://img.informatique.nl/110/232019.jpg,
"[{'url': 'http://img.informatique.nl/110/267009.jpg', 'path': 'full/5c40c2959d1ae361de289740b233346d605791e4.jpg', 'checksum': '64bde8e3f3052da0398b4783b45aa85f'}]",Corsair Dominator Platinum 8GB DDR3,http://www.informatique.nl/267009/corsair-dominator-platinum-8gb-ddr3.html,Informatique,"€ 121,00",http://img.informatique.nl/110/267009.jpg,"8GB (2 modules),Cas Latency:  8,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/267010.jpg', 'path': 'full/886ddf235c738531602856ee5bd37358453d04ee.jpg', 'checksum': '64bde8e3f3052da0398b4783b45aa85f'}]",Corsair Dominator Platinum 8GB DDR3,http://www.informatique.nl/267010/corsair-dominator-platinum-8gb-ddr3.html,Informatique,"€ 140,00",http://img.informatique.nl/110/267010.jpg,"8GB (2 modules),Cas Latency:  9,Kloksnelheid: 1866 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/267014.jpg', 'path': 'full/ef27b32350d16f680d6d16ddd1c8532049e426d5.jpg', 'checksum': '64bde8e3f3052da0398b4783b45aa85f'}]",Corsair Dominator Platinum 16GB DDR3,http://www.informatique.nl/267014/corsair-dominator-platinum-16gb-ddr3.html,Informatique,"€ 245,00",http://img.informatique.nl/110/267014.jpg,"16GB (2 modules),Cas Latency:  9,Kloksnelheid: 1866 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/276000.jpg', 'path': 'full/e10726c563404bc94ec330198ba57dbdb1f61d48.jpg', 'checksum': '64bde8e3f3052da0398b4783b45aa85f'}]",Corsair Dominator Platinum 8GB DDR3,http://www.informatique.nl/276000/corsair-dominator-platinum-8gb-ddr3.html,Informatique,"€ 136,00",http://img.informatique.nl/110/276000.jpg,"8GB (2 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/278005.jpg', 'path': 'full/3de4c95f483d88c9b72ab0dd3d4d3be983cba655.jpg', 'checksum': '780fe8b412e730bd145f66f52f32e1a0'}]",Crucial Ballistix Elite 8GB(2x4GB) DDR3,http://www.informatique.nl/278005/crucial-ballistix-elite-8gb-2x4gb-ddr3.html,Informatique,"€ 89,00",http://img.informatique.nl/110/278005.jpg,"8GB (2 modules),Cas Latency:  9,Kloksnelheid: 1866 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/278022.jpg', 'path': 'full/685615f58eaafb276b2c5577ef83966cd4e6358a.jpg', 'checksum': 'df9438f467da39fa08d93111ddcd7880'}]",Ballistix Tactical 4GB(1x4GB) DDR3,http://www.informatique.nl/278022/ballistix-tactical-4gb-1x4gb-ddr3.html,Informatique,"€ 45,00",http://img.informatique.nl/110/278022.jpg,"4GB (1 modules),Cas Latency:  9,Kloksnelheid: 1866 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/278031.jpg', 'path': 'full/48baeb03b898569f5916cc98cef95a62d77451b0.jpg', 'checksum': 'f0763e0e698cdfe37d1500754e343517'}]",Ballistix Tracer 8GB(2x4GB) Oranje/Blauw,http://www.informatique.nl/278031/ballistix-tracer-8gb-2x4gb-oranje-blauw.html,Informatique,"€ 98,00",http://img.informatique.nl/110/278031.jpg,"8GB (2 modules),Cas Latency:  8,Kloksnelheid: 1600 MHz,Voltage: 1.50 V"
"[{'url': 'http://img.informatique.nl/110/278038.jpg', 'path': 'full/2dbdbea8789a4772e5cd9db7312bcd9268700fe6.jpg', 'checksum': 'cb849454b0dba7b729eb76f108436550'}]",Ballistix Sport VLP 4GB(1x4GB) DDR3 1600,http://www.informatique.nl/278038/ballistix-sport-vlp-4gb-1x4gb-ddr3-1600.html,Informatique,"€ 44,00",http://img.informatique.nl/110/278038.jpg,"4GB (1 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.35 V"
"[{'url': 'http://img.informatique.nl/110/278040.jpg', 'path': 'full/4c178def1461239e86f95dc44d380ea59d040db0.jpg', 'checksum': 'cb849454b0dba7b729eb76f108436550'}]",Ballistix Sport VLP 8GB(1x8GB) DDR3 1600,http://www.informatique.nl/278040/ballistix-sport-vlp-8gb-1x8gb-ddr3-1600.html,Informatique,"€ 79,00",http://img.informatique.nl/110/278040.jpg,"8GB (1 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.35 V"
"[{'url': 'http://img.informatique.nl/110/278042.jpg', 'path': 'full/b24f6ca9004d9b85c1394fe0fa762c5ec8711c81.jpg', 'checksum': 'a2b4b83a4f02db409b31d0bc01d68d15'}]",Ballistix Sport VLP 16GB(4x4GB) DDR3 160,http://www.informatique.nl/278042/ballistix-sport-vlp-16gb-4x4gb-ddr3-160.html,Informatique,"€ 167,00",http://img.informatique.nl/110/278042.jpg,"16GB (4 modules),Cas Latency:  9,Kloksnelheid: 1600 MHz,Voltage: 1.35 V"
"[{'url': 'http://img.informatique.nl/110/278045.jpg', 'path': 'full/b65e166d90f06c6e6a8f18932eb58e396528ef39.jpg', 'checksum': 'abb76df0e181db314f2f861beddea54d'}]",Ballistix Tactical LP 8GB(1x8GB) DDR3,http://www.informatique.nl/278045/ballistix-tactical-lp-8gb-1x8gb-ddr3.html,Informatique,"€ 85,00",http://img.informatique.nl/110/278045.jpg,"8GB (1 modules),Cas Latency:  8,Kloksnelheid: 1600 MHz,Voltage: 1.35 V"
