name,url,webshop,price,image_urls,desc
"Club 3D Radeon HD 3450 AGP Edition, grafische kaart VGA, DVI-I, Retail",/Club-3D/Radeon-HD-3450-AGP-Edition-grafische-kaart/html/product/135661?tk=7&lk=9381,alternate.nl,"€ 51,",placeholder,"
          Radeon HD3450 
        ,
          512 MB (DDR2, 64 Bit) 
        ,
          1 Slots 
        "
"MSI FX5500-D256 H, grafische kaart VGA, DVI-I",/MSI/FX5500-D256-H-grafische-kaart/html/product/1013637?tk=7&lk=9381,alternate.nl,"€ 37,",placeholder,"
          GeForce FX 5500 
        ,
          256 MB (DDR2, 128 Bit) 
        ,
          1 Slots 
        "
